Number,Ticker,Current Close,Technical Indicator,Note
1,TWER,0.18,,Relative Stregnth Index:  44 -  Stochastic Oscillator:  0 -- stock is down -86% the last 3 months
2,TWER,0.18,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -86% the last 3 months
1,TWO,8.68,,Relative Stregnth Index:  33 -  Stochastic Oscillator:  34 -- stock is down -1% for the day
2,TWO,8.68,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% for the day
1,TYBS,21.72,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.70% - moving average convergence divergence  -- stock is down -1% for the day
2,TYBS,21.72,,Relative Stregnth Index:  44 -  Stochastic Oscillator:  27 -- stock is down -1% for the day
1,UAG,20.84,,Relative Stregnth Index:  55 -  Stochastic Oscillator: -- stock is down -1% for the day
2,UAG,20.84,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.20% - moving average convergence divergence  -- stock is down -1% for the day
1,UAM,9.94,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence within 0.00% -- stock is down 0% for the day
2,UAM,9.94,,Relative Stregnth Index:  56 -  Stochastic Oscillator:  84 -- stock is down 0% for the day
1,UBNK,17.94,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.23% - moving average convergence divergence  -- stock is down -3% for the day
2,UBNK,17.94,,Relative Stregnth Index:  48 -  Stochastic Oscillator:  7 -- stock is down -3% for the day
1,UBSH,36.63,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.23% - moving average convergence divergence  -- stock is down -3% for the day
2,UBSH,36.63,,Relative Stregnth Index:  56 -  Stochastic Oscillator:  12 -- stock is down -3% for the day
1,UCFC,8.33,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -4% for the day
2,UCFC,8.33,,Relative Stregnth Index:  43 -  Stochastic Oscillator:  13 -- stock is down -4% for the day
1,UDR,34.65,,Relative Stregnth Index:  32 -  Stochastic Oscillator:  53 -- stock is down -3% the last week
2,UDR,34.65,Simple Average,50 / 200 day cross within 0.72% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -3% the last week
1,UFAB,12.90,,Relative Stregnth Index:  44 -  Stochastic Oscillator:  4 -- stock is down -2% for the day
2,UFAB,12.90,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 1.00% -- stock is down -2% for the day
1,UFPI,101.71,,Relative Stregnth Index:  50 -  Stochastic Oscillator:  37 -- stock is down -3% for the day
2,UFPI,101.71,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.76% - moving average convergence divergence  -- stock is down -3% for the day
1,UHS,112.75,,Relative Stregnth Index:  64 -  Stochastic Oscillator:  64 -- stock is down -9% the last 3 months
2,UHS,112.75,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.82% - moving average convergence divergence  -- stock is down -9% the last 3 months
1,UIS,12.65,,Relative Stregnth Index:  31 -  Stochastic Oscillator:  8 -- stock is down -3% the last week
2,UIS,12.65,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -3% the last week
1,ULST,40.27,,Relative Stregnth Index:  57 -  Stochastic Oscillator:  9 -- stock is down 0% the last month
2,ULST,40.27,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down 0% the last month
1,UMC,1.83,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -2% the last 3 months
2,UMC,1.83,,Relative Stregnth Index:  50 -  Stochastic Oscillator:  36 -- stock is down -2% the last 3 months
1,UNAM,10.45,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.29% - moving average convergence divergence  -- stock is down -9% the last 3 months
2,UNAM,10.45,,Relative Stregnth Index:  46 -  Stochastic Oscillator:  28 -- stock is down -9% the last 3 months
1,UPS,117.03,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  42 -- stock is down -1% the last month
2,UPS,117.03,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.71% - moving average convergence divergence  -- stock is down -1% the last month
1,UQM,0.45,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -24% the last 3 months
2,UQM,0.45,,Relative Stregnth Index:  44 -  Stochastic Oscillator:  57 -- stock is down -24% the last 3 months
1,USG,30.03,,Relative Stregnth Index:  62 -  Stochastic Oscillator:  52 -- stock is down -1% the last month
2,USG,30.03,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.07% - moving average convergence divergence  -- stock is down -1% the last month
1,USL,19.66,Simple Average,50 / 200 day cross within 0.31% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -2% the last month
2,USL,19.66,,Relative Stregnth Index:  46 -  Stochastic Oscillator:  26 -- stock is down -2% the last month
1,USO,11.28,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -2% the last month
2,USO,11.28,,Relative Stregnth Index:  49 -  Stochastic Oscillator:  28 -- stock is down -2% the last month
1,VAC,84.91,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.32% - moving average convergence divergence  -- stock is down -4% for the day
2,VAC,84.91,,Relative Stregnth Index:  58 -  Stochastic Oscillator:  60 -- stock is down -4% for the day
1,VCEL,2.55,,Relative Stregnth Index:  33 -  Stochastic Oscillator:  13 -- stock is down -2% for the day
2,VCEL,2.55,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -2% for the day
1,VCF,14.69,,Relative Stregnth Index:  42 -  Stochastic Oscillator:  68 -- stock is down -2% the last 3 months
2,VCF,14.69,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -2% the last 3 months
1,VDTH,8.97,Simple Average,50 / 200 day cross within 0.68% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% for the day
2,VDTH,8.97,,Relative Stregnth Index:  53 -  Stochastic Oscillator:  86 -- stock is down -1% for the day
1,VGK,49.12,,Relative Stregnth Index:  57 -  Stochastic Oscillator:  98 -- stock is down -1% for the day
2,VGK,49.12,Simple Average,50 / 200 day cross within 0.17% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% for the day
1,VGSH,60.81,,Relative Stregnth Index:  58 -  Stochastic Oscillator:  100 -- stock is down 0% the last 3 months
2,VGSH,60.81,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down 0% the last 3 months
1,VII,0.60,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -3% the last month
2,VII,0.60,,Relative Stregnth Index:  45 -  Stochastic Oscillator:  29 -- stock is down -3% the last month
1,VIIX,6.60,,Relative Stregnth Index:  18 -  Stochastic Oscillator:  0 -- stock is down -4% the last week
2,VIIX,6.60,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -4% the last week
1,VIP,4.22,,Relative Stregnth Index:  62 -  Stochastic Oscillator: -- stock is down -2% the last month
2,VIP,4.22,Simple Average,50 / 200 day cross within 0.80% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -2% the last month
1,VIV,14.78,,Relative Stregnth Index:  70 -  Stochastic Oscillator:  99 -- stock is down -2% the last month
2,VIV,14.78,Simple Average,50 / 200 day cross within 0.15% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -2% the last month
1,VIXY,16.27,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 1.00% -- stock is down -6% the last week
2,VIXY,16.27,,Relative Stregnth Index:  19 -  Stochastic Oscillator:  0 -- stock is down -6% the last week
1,VLY,12.07,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  13 -- stock is down -2% the last month
2,VLY,12.07,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.26% - moving average convergence divergence  -- stock is down -2% the last month
1,VRP,24.96,Simple Average,50 / 200 day cross within 0.32% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -2% the last 3 months
2,VRP,24.96,,Relative Stregnth Index:  55 -  Stochastic Oscillator:  62 -- stock is down -2% the last 3 months
1,VRSK,82.74,,Relative Stregnth Index:  58 -  Stochastic Oscillator:  39 -- stock is down -1% the last month
2,VRSK,82.74,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.49% - moving average convergence divergence  -- stock is down -1% the last month
1,VSS,97.77,Simple Average,50 / 200 day cross within 0.36% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% for the day
2,VSS,97.77,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  100 -- stock is down -1% for the day
1,VTNR,1.51,Simple Average,50 / 200 day cross within 0.79% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -5% the last week
2,VTNR,1.51,,Relative Stregnth Index:  73 -  Stochastic Oscillator:  82 -- stock is down -5% the last week
1,VVI,43.35,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.18% - moving average convergence divergence  -- stock is down -3% the last month
2,VVI,43.35,,Relative Stregnth Index:  49 -  Stochastic Oscillator:  55 -- stock is down -3% the last month
1,VVUS,1.13,,Relative Stregnth Index:  28 -  Stochastic Oscillator:  11 -- stock is down -3% the last week
2,VVUS,1.13,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -3% the last week
1,VWOB,78.31,Simple Average,50 / 200 day cross within 1.00% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -3% the last 3 months
2,VWOB,78.31,,Relative Stregnth Index:  47 -  Stochastic Oscillator:  82 -- stock is down -3% the last 3 months
1,VXX,19.50,,Relative Stregnth Index:  21 -  Stochastic Oscillator:  0 -- stock is down -6% the last week
2,VXX,19.50,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 1.00% -- stock is down -6% the last week
1,WAGE,71.30,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.81% - moving average convergence divergence  -- stock is down -2% for the day
2,WAGE,71.30,,Relative Stregnth Index:  58 -  Stochastic Oscillator:  66 -- stock is down -2% for the day
1,WBIA,23.36,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.13% - moving average convergence divergence  -- stock is down -1% for the day
2,WBIA,23.36,,Relative Stregnth Index:  50 -  Stochastic Oscillator:  16 -- stock is down -1% for the day
1,WBIB,24.81,,Relative Stregnth Index:  50 -  Stochastic Oscillator:  32 -- stock is down -1% for the day
2,WBIB,24.81,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.32% - moving average convergence divergence  -- stock is down -1% for the day
1,WBIE,22.59,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.31% - moving average convergence divergence  -- stock is down -1% for the day
2,WBIE,22.59,,Relative Stregnth Index:  55 -  Stochastic Oscillator:  44 -- stock is down -1% for the day
1,WEAT,7.01,,Relative Stregnth Index:  42 -  Stochastic Oscillator:  91 -- stock is down -2% the last week
2,WEAT,7.01,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross within 0.99% of 10 day SMA; 10 day pointing up - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -2% the last week
1,WLTW,125.57,,Relative Stregnth Index:  44 -  Stochastic Oscillator:  61 -- stock is down -2% for the day
2,WLTW,125.57,Simple Average,50 / 200 day cross within 0.06% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -2% for the day
1,WM,69.60,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.50% - moving average convergence divergence within 0.00% -- stock is down 0% for the day
2,WM,69.60,,Relative Stregnth Index:  47 -  Stochastic Oscillator:  8 -- stock is down 0% for the day
1,WPPGY,117.29,Simple Average,50 / 200 day cross within 0.49% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% the last month
2,WPPGY,117.29,,Relative Stregnth Index:  72 -  Stochastic Oscillator:  92 -- stock is down -1% the last month
1,WSR,13.85,,Relative Stregnth Index:  47 -  Stochastic Oscillator:  30 -- stock is down 0% the last week
2,WSR,13.85,Simple Average,50 / 200 day cross within 0.07% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down 0% the last week
1,WSTL,0.65,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -2% the last month
2,WSTL,0.65,,Relative Stregnth Index:  63 -  Stochastic Oscillator:  25 -- stock is down -2% the last month
1,WWD,70.03,,Relative Stregnth Index:  53 -  Stochastic Oscillator:  1 -- stock is down -1% the last month
2,WWD,70.03,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.45% - moving average convergence divergence  -- stock is down -1% the last month
1,WWW,23.07,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.43% - moving average convergence divergence  -- stock is down -3% for the day
2,WWW,23.07,,Relative Stregnth Index:  57 -  Stochastic Oscillator:  92 -- stock is down -3% for the day
1,WY,31.16,,Relative Stregnth Index:  53 -  Stochastic Oscillator:  34 -- stock is down -2% for the day
